month,cluster,mean_daily_kWh,n_HH1,n_HH2,n_HH3,pct_HH1,pct_HH2,pct_HH3,peak_power
2025-08,0,1.1838924731182796,3,0,0,12.0,0.0,0.0,376.0
2025-08,1,0.12500268817204302,4,1,1,16.0,50.0,25.0,35.666666666666664
2025-08,2,0.30229608294930876,10,1,3,40.0,50.0,75.0,53.857142857142854
2025-08,3,0.24882526881720432,6,0,0,24.0,0.0,0.0,140.0
2025-08,inactive,0.0,2,0,0,8.0,0.0,0.0,0.0
2025-09,0,1.1323083333333335,4,0,0,14.285714285714286,0.0,0.0,300.5
2025-09,1,0.12396527777777777,8,2,2,28.571428571428573,100.0,50.0,34.5
2025-09,2,0.3542444444444445,7,0,2,25.0,0.0,50.0,66.22222222222223
2025-09,3,0.29739666666666664,5,0,0,17.857142857142858,0.0,0.0,167.6
2025-09,inactive,0.0,4,0,0,14.285714285714286,0.0,0.0,0.0
2025-10,0,1.1355709677419354,5,0,0,17.857142857142858,0.0,0.0,228.4
2025-10,1,0.11228673835125447,8,1,0,28.571428571428573,50.0,0.0,31.11111111111111
2025-10,2,0.3712730414746544,10,0,4,35.714285714285715,0.0,100.0,67.71428571428571
2025-10,3,0.1796290322580645,3,1,0,10.714285714285714,50.0,0.0,214.0
2025-10,inactive,0.0,1,0,0,3.5714285714285716,0.0,0.0,0.0
2025-10,outlier,2.772758064516129,1,0,0,3.5714285714285716,0.0,0.0,628.0
2025-11,0,1.4267555555555553,5,1,0,16.129032258064516,50.0,0.0,607.3333333333334
2025-11,1,0.09578,9,0,1,29.032258064516128,0.0,20.0,31.6
2025-11,2,0.35703333333333337,10,1,2,32.25806451612903,50.0,40.0,64.15384615384616
2025-11,3,0.31804444444444446,2,0,1,6.451612903225806,0.0,20.0,129.33333333333334
2025-11,inactive,0.0,3,0,1,9.67741935483871,0.0,20.0,0.0
2025-11,outlier,2.613933333333333,2,0,0,6.451612903225806,0.0,0.0,712.0
2025-12,0,1.2616021505376345,3,0,0,7.6923076923076925,0.0,0.0,266.0
2025-12,1,0.08331496747726587,16,1,5,41.02564102564103,50.0,62.5,24.0
2025-12,2,0.37196102150537635,9,1,2,23.076923076923077,50.0,25.0,64.5
2025-12,3,0.27151439205955336,9,0,1,23.076923076923077,0.0,12.5,335.2
2025-12,outlier,2.5919838709677423,2,0,0,5.128205128205129,0.0,0.0,395.0
2026-01,0,1.2839798387096772,3,1,0,7.6923076923076925,50.0,0.0,500.5
2026-01,1,0.08210675883256528,16,0,5,41.02564102564103,0.0,62.5,24.952380952380953
2026-01,2,0.3707706093189964,7,0,2,17.94871794871795,0.0,25.0,72.44444444444444
2026-01,3,0.39037298387096775,6,1,1,15.384615384615385,50.0,12.5,299.5
2026-01,inactive,0.0,4,0,0,10.256410256410257,0.0,0.0,0.0
2026-01,outlier,5.236930107526882,3,0,0,7.6923076923076925,0.0,0.0,810.0
2026-02,0,1.246217142857143,4,1,0,10.256410256410257,50.0,0.0,306.8
2026-02,1,0.08999732142857143,16,0,4,41.02564102564103,0.0,50.0,23.8
2026-02,2,0.36547420634920635,6,0,3,15.384615384615385,0.0,37.5,65.11111111111111
2026-02,3,0.2898877551020408,5,1,1,12.820512820512821,50.0,12.5,127.71428571428571
2026-02,inactive,0.0,5,0,0,12.820512820512821,0.0,0.0,0.0
2026-02,outlier,6.64210119047619,3,0,0,7.6923076923076925,0.0,0.0,820.0
2026-03,0,1.2364301075268818,3,0,0,7.6923076923076925,0.0,0.0,238.66666666666666
2026-03,1,0.0870422662459093,17,1,5,43.58974358974359,50.0,62.5,24.347826086956523
2026-03,2,0.3955188940092166,6,1,3,15.384615384615385,50.0,37.5,76.0
2026-03,3,0.33011050307219664,7,0,0,17.94871794871795,0.0,0.0,136.85714285714286
2026-03,inactive,0.0,2,0,0,5.128205128205129,0.0,0.0,0.0
2026-03,outlier,4.767233870967742,4,0,0,10.256410256410257,0.0,0.0,547.5
2026-04,0,1.36382,5,0,0,10.869565217391305,0.0,0.0,256.8
2026-04,1,0.08182337931034482,19,0,6,41.30434782608695,0.0,66.66666666666667,23.52
2026-04,2,0.3842861111111111,9,1,2,19.565217391304348,50.0,22.22222222222222,75.33333333333333
2026-04,3,0.3292055555555556,5,1,0,10.869565217391305,50.0,0.0,111.33333333333333
2026-04,inactive,0.0,5,0,1,10.869565217391305,0.0,11.11111111111111,0.0
2026-04,outlier,3.7559111111111108,3,0,0,6.521739130434782,0.0,0.0,606.6666666666666
2026-05,0,1.3137024657026324,6,0,0,7.594936708860759,0.0,0.0,285.6666666666667
2026-05,1,0.05619209843233479,38,1,5,48.10126582278481,33.333333333333336,50.0,20.90909090909091
2026-05,2,0.35775004135649296,11,0,2,13.924050632911392,0.0,20.0,79.38461538461539
2026-05,3,0.24221774193548387,5,2,1,6.329113924050633,66.66666666666667,10.0,107.0
2026-05,inactive,0.0,18,0,2,22.78481012658228,0.0,20.0,0.0
2026-05,outlier,8.191451612903226,1,0,0,1.2658227848101267,0.0,0.0,1102.0
