month,cluster,mean_daily_kWh,n_HH1,n_HH2,n_HH3,pct_HH1,pct_HH2,pct_HH3,peak_power
2025-09,2,0.2964907407407408,9,0,0,21.951219512195124,0.0,0.0,52.44444444444444
2025-09,3,0.2572090909090909,11,0,0,26.829268292682926,0.0,0.0,292.1818181818182
2025-09,inactive,0.0,2,0,0,4.878048780487805,0.0,0.0,0.0
2025-10,0,0.8838494623655914,3,0,0,7.317073170731708,0.0,0.0,367.3333333333333
2025-10,1,0.11719815668202764,14,0,0,34.146341463414636,0.0,0.0,33.714285714285715
2025-10,2,0.33475483870967737,10,0,0,24.390243902439025,0.0,0.0,60.6
2025-10,3,0.292502688172043,12,0,0,29.26829268292683,0.0,0.0,250.0
2025-10,inactive,0.0,1,0,0,2.4390243902439024,0.0,0.0,0.0
2025-11,0,1.3849749999999998,4,0,0,9.523809523809524,0.0,0.0,603.5
2025-11,1,0.12504727668845317,17,0,0,40.476190476190474,0.0,0.0,30.470588235294116
2025-11,2,0.32997333333333334,5,0,0,11.904761904761905,0.0,0.0,58.4
2025-11,3,0.24395833333333333,14,0,0,33.333333333333336,0.0,0.0,180.57142857142858
2025-11,inactive,0.0,1,0,0,2.380952380952381,0.0,0.0,0.0
2025-12,0,1.442059139784946,3,0,0,6.818181818181818,0.0,0.0,827.3333333333334
2025-12,1,0.12067443792766373,18,0,0,40.90909090909091,0.0,0.0,29.444444444444443
2025-12,2,0.32231720430107524,6,0,0,13.636363636363637,0.0,0.0,64.33333333333333
2025-12,3,0.20188279569892476,15,0,0,34.09090909090909,0.0,0.0,185.86666666666667
2025-12,inactive,0.0,1,0,0,2.272727272727273,0.0,0.0,0.0
2026-01,0,1.8839596774193548,2,0,0,4.545454545454546,0.0,0.0,919.0
2026-01,1,0.0989810246679317,17,0,0,38.63636363636363,0.0,0.0,31.647058823529413
2026-01,2,0.31335,10,0,0,22.727272727272727,0.0,0.0,52.4
2026-01,3,0.23561414392059554,13,0,0,29.545454545454547,0.0,0.0,142.92307692307693
2026-01,outlier,2.4378709677419352,1,0,0,2.272727272727273,0.0,0.0,1260.0
2026-02,0,1.1267678571428572,4,0,0,9.090909090909092,0.0,0.0,925.5
2026-02,1,0.1056185064935065,22,0,0,50.0,0.0,0.0,31.363636363636363
2026-02,2,0.3034515306122449,7,0,0,15.909090909090908,0.0,0.0,60.0
2026-02,3,0.21791468253968255,9,0,0,20.454545454545453,0.0,0.0,145.55555555555554
2026-02,inactive,0.0,1,0,0,2.272727272727273,0.0,0.0,0.0
2026-03,0,1.0849277777777777,3,0,0,6.818181818181818,0.0,0.0,442.6666666666667
2026-03,1,0.09487105263157894,19,0,0,43.18181818181818,0.0,0.0,24.63157894736842
2026-03,2,0.33903541666666664,8,0,0,18.181818181818183,0.0,0.0,59.25
2026-03,3,0.2323875,12,0,0,27.272727272727273,0.0,0.0,196.16666666666666
2026-03,inactive,0.0,1,0,0,2.272727272727273,0.0,0.0,0.0
2026-04,0,0.7992866666666667,5,0,0,10.204081632653061,0.0,0.0,883.2
2026-04,1,0.09152894736842106,19,0,0,38.775510204081634,0.0,0.0,27.473684210526315
2026-04,2,0.33278541666666667,8,0,0,16.3265306122449,0.0,0.0,64.0
2026-04,3,0.2514383333333333,10,0,0,20.408163265306122,0.0,0.0,266.2
2026-04,inactive,0.0,4,0,0,8.16326530612245,0.0,0.0,0.0
2026-04,outlier,2.97175,1,0,0,2.0408163265306123,0.0,0.0,572.0
2026-05,1,0.07173877352150539,24,0,0,48.97959183673469,0.0,0.0,29.583333333333332
2026-05,2,0.30948185483870966,8,0,0,16.3265306122449,0.0,0.0,69.75
2026-05,3,0.22563418458781362,12,0,0,24.489795918367346,0.0,0.0,256.5
2026-05,inactive,0.0,2,0,0,4.081632653061225,0.0,0.0,0.0
